region,category,product,price,quantity,order_date
North,Clothing,Jacket,61.93,8.0,2025-06-15
North,Sports,Dumbbells,36.96,7.0,2025-03-03
South,Home,Lamp,25.21,7.0,2025-01-22
South,Home,Cookware,81.19,1.0,2025-01-05
West,Electronics,Smartphone,708.06,6.0,
North,Sports,Dumbbells,38.85,4.0,2025-09-15
North,Electronics ,Lamp,27.46,4.0,2025-04-11
North,Books,Textbook,43.05,4.0,2025-11-09
West,Electronics,Smartphone,671.53,3.0,2025-03-16
East,Books,Novel,14.51,3.0,2025-05-30
South,Clothing,Jacket,103.28,5.0,2025-09-21
North,Electronics,Headphones,64.78,1.0,2025-03-24
North,Home,Lamp,34.89,9.0,2025-08-30
North,Electronics,Camera,381.43,8.0,2025-03-19
North,Clothing,Sneakers,43.37,4.0,2025-10-25
South,Electronics,Laptop,1147.85,4.0,2025-07-10
North,Clothing,Jacket,109.3,4.0,2025-07-25
North,Sports,Dumbbells,,1.0,2025-02-13
West,Books,Comics,8.75,4.0,2025-01-29
East,Clothing,T-Shirt,8.03,3.0,2025-05-30
West,Books,Textbook,43.07,8.0,2025-01-25
North,Sports,Dumbbells,50.22,4.0,2025-09-11
East,Sports,Bicycle,502.62,7.0,2025-02-06
West,Electronics,Headphones,65.45,9.0,2025-11-04
,Home,Cookware,62.77,2.0,2025-07-21
WEST,Books,Novel,11.35,-1.0,
North,Books,Novel,14.51,5.0,2025-05-04
WEST,Sports,Skipping Rope,9.06,4.0,2025-01-04
West,Home,Curtains,27.89,1.0,2025-04-11
South,Clothing,Sneakers,50.79,1.0,2025-11-24
North,Clothing,Jacket,103.54,6.0,2025-04-30
West,Books,Textbook,,-1.0,
West,Books,Comics,,7.0,2025-12-15
East,Books,Comics,10.24,1.0,2025-04-26
North,Clothing,Jeans,46.86,3.0,2025-06-13
North,Home,Lamp,28.42,2.0,2025-10-04
North,Books,Textbook,24.34,5.0,2025-02-09
West,Home,Curtains,36.16,6.0,2025-09-28
East,Books,Novel,11.61,5.0,2025-10-19
West,Home,Chair,68.89,5.0,2025-04-08
North,Clothing,Jeans,14.61,2.0,2025-07-12
South,Electronics,Laptop,1422.0,2.0,2025-03-06
West,Books,Textbook,44.36,2.0,2025-01-29
East,Sports,Yoga Mat,21.14,2.0,2025-12-29
East,Sports,Bicycle,440.77,9.0,2025-03-01
West,Home,Chair,$68.32,9.0,2025-09-27
North,Sports,Yoga Mat,14.71,9.0,2025-04-06
North,Sports,Dumbbells,52.78,6.0,2025-02-26
South,Sports,Yoga Mat,21.22,8.0,2025-09-21
West,Books,Comics,9.96,1.0,2025-11-20
North,Books,Comics,6.44,9.0,2025-10-23
South,Electronics,Laptop,1162.86,9.0,2025-06-24
North,Electronics,Laptop,1129.25,3.0,2025-12-31
East,Electronics,Headphones,,6.0,2025-03-18
East,Clothing,Jeans,31.65,3.0,2025-05-28
West,Clothing,Sneakers,53.22,9.0,
East,Clothing,Jacket,68.78,8.0,
North,Clothing,Jeans,45.32,1.0,2025-01-21
East,Books,Comics,9.37,5.0,2025-09-05
South,Books,Textbook,53.08,5.0,2025-04-18
West,Books,Comics,8.63,1.0,
South,Home,Chair,126.37,6.0,2025-03-15
East,Home,Chair,80.92,8.0,2025-05-03
South,Books,Comics,10.24,5.0,2025-07-02
West,Electronics,Smartphone,,1.0,2025-10-12
north ,Clothing,Jeans,,7.0,2025-07-02
North,Home,Chair,56.1,1.0,2025-11-29
West,Electronics,Headphones,96.76,4.0,2025-07-08
East,Books,Textbook,46.29,5.0,2025-06-22
South,Electronics ,Lamp,21.66,1.0,2025-08-16
North,Electronics,Laptop,1023.04,,2025-08-19
South,Home,Chair,99.36,1.0,2025-07-24
East,Clothing,Sneakers,,3.0,2025-02-04
North,Electronics,Smartphone,1063.42,3.0,2025-12-06
West,Electronics,Smartphone,908.45,,2025-11-23
South,Clothing,Jacket,141.97,9.0,2025-05-04
East,Home,Chair,44.47,3.0,2025-12-08
East,Home,Chair,49.41,7.0,2025-12-31
East,Clothing,Sneakers,56.68,2.0,
East,Clothing,Sneakers,24.84,8.0,2025-12-05
South,Sports,Bicycle,403.27,1.0,2025-10-09
North,Books,Textbook,31.33,6.0,2025-07-24
North,Clothing,Jacket,85.04,8.0,2025-05-03
East,clothing,Jeans,51.88,1.0,2025-09-06
North,Electronics,Smartphone,952.9,1.0,2025-08-31
North,Electronics,Smartphone,216.53,8.0,2025-12-11
East,clothing,Textbook,54.27,7.0,2025-02-03
South,Clothing,Jeans,43.58,-1.0,2025-06-12
West,Books,Comics,8.42,5.0,2025-05-11
north ,Home,Curtains,28.69,5.0,2025-11-24
West,Home,Lamp,29.91,3.0,2025-07-01
South,Home,Cookware,54.52,3.0,2025-04-11
South,Books,Comics,9.11,8.0,2025-11-04
North,Clothing,T-Shirt,16.2,4.0,2025-10-19
East,Clothing,Jeans,44.14,5.0,2025-11-03
East,Sports,Dumbbells,41.81,4.0,2025-03-21
South,Books,Comics,7.67,6.0,2025-07-04
East,Home,Curtains,31.18,9.0,
East,Clothing,Jeans,46.74,7.0,2025-03-03
South,Sports,Yoga Mat,21.76,2.0,2025-09-20
South,Books,Textbook,27.44,7.0,2025-04-25
North,Clothing,Jeans,,9.0,2025-08-03
North,Clothing,T-Shirt,16.2,4.0,2025-10-19
East,Home,Chair,91.48,2.0,2025-06-20
South,Electronics,Headphones,,2.0,2025-09-23
South,Sports,Dumbbells,34.51,3.0,2025-05-28
East,Electronics,Headphones,76.94,3.0,
South,Sports,Bicycle,580.89,6.0,2025-09-13
West,Books,Textbook,44.29,1.0,2025-12-02
East,Sports,Yoga Mat,$12.09,5.0,2025-11-04
West,Clothing,Jacket,28.14,4.0,2025-11-04
North,Sports,Dumbbells,,8.0,2025-04-07
South,Sports,Yoga Mat,17.8,7.0,2025-04-18
East,Electronics,Camera,,9.0,2025-03-14
East,Home,Curtains,19.46,5.0,2025-11-08
East,Books,Comics,,6.0,2025-08-27
West,Clothing,Jeans,52.13,6.0,2025-07-20
South,Books,Comics,7.39,9.0,2025-04-01
East,Clothing,T-Shirt,13.32,,2025-05-15
North,Electronics,Smartphone,556.03,8.0,2025-02-02
South,Sports,Dumbbells,43.09,6.0,2025-08-15
West,Sports,Bicycle,367.6,1.0,2025-10-06
north ,Books,Comics,8.55,5.0,2025-08-29
East,Sports,Skipping Rope,7.71,9.0,2025-11-13
North,Electronics,Headphones,52.35,9.0,2025-10-07
West,Home,Chair,67.4,8.0,2025-04-16
South,Clothing,T-Shirt,10.93,2.0,2025-11-29
West,Sports,Yoga Mat,20.91,7.0,2025-11-22
East,Home,Lamp,20.79,7.0,2025-09-18
West,Electronics,Smartphone,$10104.15,5.0,2025-01-18
West,Books,Comics,,3.0,2025-05-08
East,Electronics,Laptop,1623.75,3.0,2025-07-22
North,Home,Cookware,45.16,3.0,
South,Electronics,Headphones,79.14,4.0,2025-08-10
West,Clothing,Sneakers,74.57,4.0,2025-05-07
North,Home,Lamp,31.38,3.0,2025-11-03
South,Home,Lamp,21.2,6.0,2025-10-31
West,Clothing,Jacket,67.54,5.0,2025-04-27
WEST,Home,Cookware,51.81,5.0,2025-08-22
East,Home,Lamp,32.37,1.0,2025-06-30
North,Electronics,Smartphone,712.27,1.0,2025-05-09
West,Electronics,Camera,257.28,3.0,2025-07-02
East,Sports,Bicycle,360.48,6.0,2025-02-05
West,Books,Textbook,47.64,5.0,2025-02-17
East,Clothing,Jacket,75.82,7.0,2025-05-23
South,Books,Comics,,3.0,2025-04-15
West,Sports,Skipping Rope,9.3,3.0,2025-01-23
South,Clothing,T-Shirt,8.59,8.0,2025-01-24
South,Home,Lamp,25.53,1.0,
South,Electronics,Headphones,116.44,9.0,2025-01-21
East,Electronics ,Comics,7.6,5.0,2025-05-07
East,Clothing,Sneakers,,,2025-09-06
South,Clothing,T-Shirt,11.75,,2025-12-04
North,Clothing,Jeans,53.81,4.0,2025-07-27
West,Clothing,Sneakers,,8.0,2025-11-20
