gender,age,internet,family_support,school_support,parental_education,study_time_hours,attendance_pct,absences,failures,math_score,reading_score,writing_score
Male,15,Yes,Yes,No,PhD,13.0,92.4,25,0,81,81,82
Female,18,Yes,Yes,Yes,High School,22.0,88.8,27,0,95,98,93
Female,18,Yes,No,No,High School,0.0,59.8,11,0,56,57,52
Female,18,Yes,Yes,Yes,Bachelor,20.0,59.9,15,0,87,84,74
Male,16,Yes,No,No,PhD,7.0,66.2,28,2,59,60,64
Male,17,Yes,Yes,No,Master,5.0,84.3,24,2,73,63,63
Female,15,Yes,No,Yes,Bachelor,23.0,90.7,20,0,97,95,94
Female,17,Yes,Yes,Yes,High School,4.0,84.3,5,0,72,78,74
Male,17,Yes,No,No,Bachelor,18.0,64.4,5,0,71,72,70
Female,17,Yes,No,No,Bachelor,29.0,93.1,19,0,100,96,100
Female,15,No,Yes,No,High School,4.0,90.7,6,1,64,72,69
Female,18,Yes,Yes,No,Bachelor,7.0,59.2,16,0,64,64,57
Female,15,No,Yes,No,PhD,12.0,62.9,5,0,76,72,59
Male,16,Yes,Yes,No,PhD,4.0,72.7,14,2,61,54,66
Female,19,Yes,Yes,No,High School,16.0,98.5,27,0,91,90,82
Male,16,Yes,No,No,PhD,28.0,60.3,4,0,86,89,79
Male,19,No,Yes,No,High School,23.0,89.9,14,0,88,99,97
Female,18,Yes,No,No,High School,29.0,90.5,17,0,100,100,99
Female,17,Yes,Yes,No,No Formal Education,18.0,90.9,22,0,86,93,94
Male,16,Yes,Yes,Yes,Master,6.0,98.8,18,1,77,80,76
Female,15,Yes,Yes,No,High School,7.0,92.2,11,0,78,79,79
Female,17,Yes,No,No,High School,4.0,65.2,20,1,63,66,68
Female,15,No,No,Yes,Master,13.0,64.1,26,0,77,70,76
Male,15,No,Yes,No,PhD,12.0,78.2,14,0,76,82,68
Male,18,Yes,Yes,No,High School,0.0,55.7,3,0,54,56,56
Male,19,Yes,Yes,No,Bachelor,19.0,60.9,17,0,84,70,69
Female,16,Yes,No,No,Master,21.0,96.7,18,0,93,97,100
Female,19,No,Yes,Yes,High School,23.0,90.7,25,2,98,100,82
Male,19,Yes,No,No,High School,17.0,58.1,16,3,70,64,59
Female,19,Yes,No,No,Master,6.0,60.2,27,2,54,67,55
Female,17,Yes,Yes,Yes,Bachelor,27.0,68.7,24,1,87,85,79
Female,19,Yes,Yes,No,High School,9.0,86.9,22,1,78,76,73
Female,16,Yes,Yes,Yes,Master,4.0,73.4,12,0,64,62,69
Female,17,Yes,No,No,No Formal Education,21.0,96.5,13,0,94,95,86
Female,18,Yes,Yes,No,PhD,6.0,79.8,3,0,63,70,66
Male,18,Yes,No,No,Bachelor,18.0,83.7,29,0,94,82,76
Male,19,Yes,No,No,PhD,0.0,88.2,23,0,78,73,71
Female,18,No,Yes,Yes,Master,7.0,81.7,13,0,66,73,69
Female,19,Yes,No,Yes,High School,18.0,86.3,6,0,83,80,84
Female,18,Yes,Yes,Yes,High School,12.0,84.0,28,2,78,76,76
Male,15,Yes,No,No,High School,15.0,69.6,29,1,77,71,63
Female,15,Yes,No,No,High School,28.0,76.5,24,1,89,82,88
Female,16,No,Yes,Yes,High School,13.0,89.5,15,0,79,80,86
Female,18,Yes,Yes,No,Master,2.0,73.4,1,0,65,61,69
Male,16,Yes,Yes,No,High School,15.0,78.6,18,2,81,73,73
Female,18,Yes,No,No,No Formal Education,3.0,76.2,5,0,72,68,71
Male,15,Yes,No,No,PhD,22.0,96.5,5,0,100,100,88
Male,17,Yes,Yes,No,Bachelor,13.0,63.0,4,0,75,63,65
Female,18,Yes,Yes,No,High School,26.0,99.1,25,0,97,93,95
Male,17,No,Yes,No,Master,9.0,70.8,2,0,77,69,68
Female,16,Yes,No,No,Bachelor,1.0,62.9,24,1,57,70,48
Male,19,Yes,Yes,No,No Formal Education,17.0,88.1,2,0,87,87,80
Male,17,Yes,Yes,No,High School,13.0,80.4,20,0,74,80,70
Female,15,No,No,Yes,Master,20.0,84.2,5,0,88,83,70
Male,17,Yes,No,No,High School,2.0,87.1,19,0,76,69,76
Female,17,Yes,Yes,Yes,Bachelor,15.0,87.3,2,0,89,97,87
Male,16,Yes,No,No,High School,23.0,84.6,10,1,92,88,73
Male,19,Yes,No,No,PhD,22.0,72.3,0,0,92,82,86
Male,18,Yes,No,Yes,Bachelor,3.0,56.7,4,0,63,68,63
Male,17,Yes,No,Yes,High School,18.0,57.0,0,1,79,63,74
Male,16,Yes,Yes,No,No Formal Education,25.0,94.3,22,1,91,84,88
Female,15,Yes,No,No,High School,14.0,87.7,12,1,80,77,89
Female,19,Yes,Yes,No,High School,18.0,99.5,25,1,87,87,87
Male,15,No,Yes,No,High School,0.0,95.4,15,0,71,72,64
Female,18,Yes,No,No,High School,10.0,55.8,27,0,68,62,60
Female,19,Yes,Yes,No,Master,9.0,70.3,26,0,70,79,73
Female,16,Yes,No,Yes,Master,9.0,76.7,8,0,76,84,77
Female,17,Yes,Yes,No,PhD,11.0,58.6,1,1,71,61,58
Male,17,No,Yes,Yes,High School,29.0,81.9,17,0,100,88,100
Male,16,Yes,No,No,Master,6.0,97.3,3,0,77,85,77
Male,16,Yes,Yes,No,High School,26.0,88.6,24,0,99,94,83
Male,17,Yes,Yes,Yes,High School,13.0,81.0,14,0,85,77,84
Female,16,Yes,Yes,No,Bachelor,25.0,81.0,20,2,88,88,85
Female,17,Yes,Yes,No,Bachelor,2.0,92.7,25,0,65,80,72
Female,17,Yes,Yes,Yes,High School,23.0,64.5,24,0,87,100,99
Female,18,No,No,No,No Formal Education,5.0,56.3,2,0,53,57,57
Female,15,Yes,Yes,No,High School,22.0,74.4,9,0,90,96,74
Male,17,Yes,Yes,Yes,Bachelor,2.0,64.3,19,1,60,51,49
Female,18,No,No,No,Bachelor,20.0,92.5,3,0,91,87,92
Female,17,Yes,Yes,No,Bachelor,15.0,77.0,21,0,73,77,90
Male,15,Yes,No,Yes,Bachelor,22.0,84.0,13,0,100,92,74
Female,15,Yes,Yes,No,Master,18.0,74.2,13,0,74,82,78
Female,15,Yes,Yes,No,Bachelor,23.0,85.2,28,1,93,88,74
Male,17,Yes,No,No,High School,24.0,83.0,3,0,91,87,85
Male,15,No,No,Yes,No Formal Education,23.0,60.0,3,3,90,70,72
Male,19,Yes,No,No,High School,28.0,59.3,4,3,83,76,64
Male,16,Yes,Yes,No,No Formal Education,21.0,78.1,10,3,79,78,85
Female,19,No,Yes,No,Bachelor,16.0,92.9,1,2,84,90,71
Male,18,Yes,Yes,No,Bachelor,8.0,85.1,9,2,82,72,69
Female,19,Yes,Yes,No,Bachelor,9.0,66.6,9,0,72,78,68
Female,15,No,No,Yes,Master,26.0,70.4,6,2,89,85,76
Male,15,Yes,Yes,No,Bachelor,19.0,77.1,16,0,91,81,69
Female,15,Yes,No,No,High School,29.0,86.4,2,0,98,100,100
Male,18,Yes,No,Yes,Master,19.0,77.1,16,0,98,78,80
Female,17,Yes,No,Yes,PhD,22.0,56.3,24,2,67,79,71
Female,15,Yes,Yes,Yes,No Formal Education,27.0,95.1,20,0,96,98,100
Male,17,Yes,No,No,Bachelor,29.0,76.7,0,0,93,100,100
Female,15,Yes,Yes,No,Master,26.0,86.3,11,1,97,98,84
Male,19,Yes,No,No,PhD,21.0,63.0,10,2,80,65,68
Female,15,Yes,No,No,Bachelor,25.0,90.9,7,0,99,92,98
Male,16,No,No,No,Bachelor,20.0,64.8,19,2,81,78,75
Male,19,No,Yes,No,Bachelor,23.0,80.8,22,0,80,77,78
Female,19,Yes,No,Yes,Bachelor,29.0,78.0,14,0,100,95,90
Male,15,Yes,No,No,Bachelor,25.0,99.0,17,0,100,100,95
Female,19,Yes,Yes,No,Bachelor,26.0,64.1,15,1,83,74,83
Male,15,Yes,No,Yes,High School,4.0,58.9,2,0,68,60,61
Female,17,No,Yes,No,Master,16.0,97.1,12,1,89,86,78
Male,16,Yes,No,No,Bachelor,27.0,82.6,6,0,97,87,87
Male,19,Yes,Yes,No,No Formal Education,29.0,92.7,26,1,97,94,95
Female,17,Yes,No,No,Bachelor,23.0,78.9,9,0,84,85,98
Male,19,Yes,Yes,Yes,Bachelor,8.0,66.3,24,0,77,69,74
Female,15,No,No,No,PhD,28.0,88.2,5,1,99,100,86
Female,19,Yes,No,No,Master,11.0,58.5,23,0,61,67,72
Female,19,No,Yes,Yes,Master,19.0,89.9,15,0,83,84,93
Male,19,Yes,Yes,No,Bachelor,8.0,59.2,27,2,47,67,48
Female,19,Yes,Yes,No,High School,26.0,87.6,1,3,96,98,80
Male,16,Yes,Yes,No,Master,4.0,71.9,14,0,75,47,64
Male,19,Yes,Yes,No,High School,18.0,91.0,1,2,92,83,74
Female,16,Yes,Yes,Yes,High School,24.0,77.1,23,0,85,89,78
Male,17,No,Yes,No,High School,13.0,76.6,22,1,74,76,69
Male,19,Yes,No,No,High School,2.0,82.5,17,0,77,69,61
Female,16,Yes,Yes,No,Bachelor,2.0,96.8,4,0,76,70,83
Male,19,Yes,Yes,No,Master,18.0,79.1,4,0,83,74,76
Male,19,Yes,Yes,Yes,Bachelor,19.0,86.0,14,0,93,92,91
Female,16,Yes,Yes,Yes,High School,8.0,59.3,8,0,69,74,69
Male,18,Yes,Yes,No,Bachelor,15.0,63.6,24,3,67,63,60
Male,16,Yes,Yes,Yes,High School,15.0,55.6,15,1,75,71,74
Female,19,Yes,Yes,Yes,PhD,25.0,66.8,1,0,85,91,96
Male,15,Yes,Yes,No,Bachelor,23.0,85.6,29,0,93,85,79
Female,18,No,No,No,No Formal Education,26.0,58.9,0,0,78,86,76
Female,18,Yes,No,No,High School,9.0,80.2,27,0,77,70,74
Female,15,Yes,Yes,Yes,High School,24.0,92.0,0,0,94,100,93
Female,15,Yes,Yes,No,Master,26.0,76.5,20,0,94,90,89
Male,17,Yes,Yes,No,No Formal Education,24.0,89.1,24,0,98,86,97
Female,19,No,No,No,High School,1.0,68.0,17,0,60,64,43
Male,18,Yes,Yes,Yes,Bachelor,3.0,65.4,26,0,70,57,66
Female,16,Yes,No,Yes,Bachelor,14.0,59.5,16,1,71,78,78
Male,19,Yes,Yes,No,Bachelor,22.0,75.9,13,0,88,85,84
Female,18,Yes,Yes,No,High School,16.0,67.8,26,0,77,73,79
Female,17,Yes,No,No,Bachelor,11.0,73.6,20,0,82,76,71
Male,16,Yes,No,Yes,Master,0.0,88.8,17,0,77,72,63
Male,16,Yes,Yes,No,High School,19.0,94.6,26,2,84,92,74
Female,15,No,Yes,No,Bachelor,8.0,57.9,23,0,63,62,61
Female,17,Yes,Yes,No,Bachelor,20.0,58.6,12,0,72,72,71
Female,17,Yes,No,No,Bachelor,0.0,79.2,20,0,68,60,72
Male,18,Yes,No,No,PhD,24.0,59.5,24,0,85,76,82
Male,19,Yes,No,No,High School,10.0,75.0,27,1,75,74,78
Female,16,Yes,Yes,No,Bachelor,6.0,57.5,11,1,56,63,56
Female,17,Yes,Yes,No,High School,22.0,85.9,4,0,81,87,91
Male,19,Yes,Yes,Yes,No Formal Education,6.0,69.7,15,0,70,75,62
Female,19,Yes,No,No,Bachelor,7.0,56.5,28,2,44,61,51
Female,17,Yes,Yes,No,High School,20.0,87.8,25,1,82,89,81
Female,17,Yes,Yes,No,Master,20.0,69.3,5,1,73,72,63
Female,16,Yes,No,No,High School,27.0,75.9,11,0,85,100,95
Female,19,Yes,No,No,Bachelor,17.0,61.1,12,1,69,71,80
Female,18,Yes,Yes,No,Master,6.0,63.2,26,3,57,51,55
Female,16,Yes,Yes,No,Master,11.0,99.9,8,2,77,76,70
Male,16,Yes,Yes,Yes,Bachelor,1.0,57.8,5,0,61,58,63
Male,17,Yes,No,Yes,High School,26.0,80.5,22,0,91,86,79
Female,19,No,Yes,No,Master,27.0,99.1,25,0,97,100,96
Female,15,Yes,Yes,Yes,No Formal Education,13.0,82.2,11,0,83,77,92
Male,16,Yes,Yes,No,Bachelor,23.0,62.7,0,0,82,69,86
Female,18,No,No,No,Master,28.0,58.1,24,1,82,81,71
Male,18,No,Yes,Yes,No Formal Education,13.0,90.1,13,1,86,82,68
Male,17,No,Yes,Yes,Bachelor,24.0,59.3,8,0,86,81,75
Male,15,Yes,No,No,High School,23.0,84.5,18,0,93,86,84
Female,16,Yes,Yes,No,High School,3.0,77.0,6,3,55,57,59
Male,16,Yes,Yes,Yes,High School,29.0,60.8,15,2,82,92,82
Female,16,Yes,Yes,No,No Formal Education,11.0,93.6,11,0,88,89,89
Female,15,Yes,No,Yes,Master,18.0,64.5,16,3,73,73,73
Female,18,Yes,No,No,Master,1.0,65.5,12,0,60,59,74
Male,15,Yes,Yes,No,High School,0.0,71.3,16,3,46,54,49
Female,17,Yes,No,Yes,Bachelor,6.0,90.6,28,0,80,86,79
Female,18,Yes,Yes,No,Master,25.0,59.1,22,0,76,79,83
Female,19,No,No,No,PhD,17.0,98.4,4,1,99,87,80
Male,15,Yes,Yes,No,No Formal Education,28.0,81.0,0,3,87,91,80
Male,17,No,No,No,PhD,24.0,63.5,22,0,72,81,72
Female,15,Yes,Yes,No,Master,10.0,69.1,8,2,60,62,62
Male,18,Yes,Yes,No,Master,5.0,60.4,7,2,61,56,59
Female,15,Yes,No,No,High School,22.0,55.8,22,0,78,79,68
Female,15,Yes,No,No,High School,8.0,91.7,5,2,76,70,70
Female,17,Yes,No,No,Bachelor,13.0,58.2,25,0,65,73,65
Female,19,Yes,Yes,No,No Formal Education,28.0,99.4,3,0,100,100,100
Female,15,Yes,No,No,Bachelor,22.0,75.5,19,1,89,88,82
Female,17,Yes,Yes,No,Bachelor,26.0,87.9,16,0,98,98,98
Female,18,Yes,No,Yes,PhD,14.0,89.3,25,3,81,92,73
Male,19,Yes,No,No,High School,5.0,76.6,11,0,66,73,64
Male,15,No,Yes,Yes,No Formal Education,27.0,74.8,11,0,94,93,90
Male,19,No,Yes,No,High School,9.0,87.9,4,0,78,68,66
Male,19,Yes,No,No,Bachelor,24.0,86.5,11,0,94,95,95
Male,16,Yes,Yes,No,Bachelor,8.0,62.4,25,0,70,62,61
Female,19,No,No,Yes,Bachelor,19.0,68.5,25,2,66,74,68
Male,19,Yes,Yes,No,Bachelor,19.0,82.6,23,0,98,80,84
Female,15,Yes,Yes,No,Bachelor,10.0,93.5,13,0,81,78,73
Female,19,Yes,Yes,No,High School,12.0,58.9,2,0,72,66,70
Female,18,Yes,No,No,PhD,22.0,70.0,25,1,86,85,87
Male,19,Yes,Yes,No,Bachelor,27.0,94.5,21,0,100,100,100
Male,16,No,Yes,Yes,No Formal Education,27.0,59.6,8,0,87,91,74
Female,16,Yes,Yes,No,PhD,15.0,80.6,22,1,84,81,84
Male,19,No,Yes,Yes,Bachelor,18.0,63.1,29,0,70,76,78
Female,18,Yes,Yes,No,Bachelor,2.0,82.7,26,0,66,75,76
Male,16,Yes,Yes,No,High School,12.0,82.0,27,0,74,71,72
Female,19,Yes,No,No,Master,6.0,55.2,3,0,62,65,51
Male,18,Yes,Yes,No,No Formal Education,15.0,73.3,29,0,67,86,84
Female,17,Yes,No,Yes,PhD,20.0,63.9,6,0,75,80,78
Female,17,No,No,Yes,Bachelor,18.0,94.1,20,0,92,96,80
Male,15,Yes,Yes,No,PhD,12.0,57.2,4,0,70,75,55
Female,16,Yes,No,No,High School,20.0,69.7,1,0,83,83,73
Male,16,No,Yes,No,Bachelor,22.0,81.1,25,0,91,80,89
Female,19,Yes,Yes,No,Bachelor,14.0,66.8,25,0,86,78,77
Male,16,Yes,Yes,No,PhD,16.0,71.8,25,0,84,87,70
Female,17,Yes,Yes,Yes,Bachelor,20.0,57.6,19,1,80,75,74
Male,16,Yes,Yes,No,Master,11.0,99.0,11,0,87,89,85
Female,18,Yes,Yes,No,Bachelor,0.0,57.1,22,0,64,67,57
Female,15,Yes,Yes,No,Bachelor,21.0,83.0,13,0,85,87,88
Male,17,Yes,Yes,No,Bachelor,9.0,59.3,25,0,78,66,59
Female,17,Yes,No,Yes,PhD,20.0,78.7,20,0,88,96,88
Female,18,Yes,Yes,Yes,Bachelor,3.0,56.5,8,0,65,64,58
Male,19,Yes,No,No,Master,12.0,89.0,21,0,91,81,84
Male,16,Yes,No,No,No Formal Education,24.0,58.2,6,3,76,76,70
Male,18,Yes,No,No,Bachelor,9.0,79.5,6,0,77,79,70
Female,16,Yes,No,Yes,High School,15.0,97.7,16,0,91,89,84
Female,18,Yes,Yes,Yes,High School,15.0,72.3,3,0,72,89,72
Male,18,Yes,No,No,High School,7.0,67.7,13,0,60,60,54
Female,17,Yes,Yes,No,High School,5.0,75.3,0,0,62,79,64
Female,15,Yes,Yes,Yes,Master,28.0,71.9,6,0,100,98,89
Female,17,No,Yes,No,Bachelor,9.0,89.8,12,1,70,71,71
Male,18,Yes,Yes,No,High School,26.0,80.4,2,0,100,91,88
Male,19,Yes,No,Yes,Bachelor,21.0,71.0,4,1,81,81,91
Male,16,Yes,No,No,Bachelor,26.0,70.9,26,0,89,78,75
Female,18,Yes,No,No,Master,17.0,61.0,16,1,66,84,66
Female,16,Yes,No,No,High School,26.0,84.3,14,0,88,90,89
Female,17,Yes,Yes,Yes,Bachelor,8.0,60.3,29,2,71,68,60
Female,16,Yes,No,No,Bachelor,24.0,78.2,16,0,94,100,86
Female,19,No,Yes,No,PhD,16.0,68.2,14,0,81,77,67
Female,18,Yes,Yes,No,No Formal Education,14.0,61.8,1,0,80,75,75
Male,16,No,No,Yes,No Formal Education,6.0,85.2,8,0,65,76,75
Female,17,Yes,Yes,Yes,High School,9.0,76.3,26,1,81,78,76
Female,18,Yes,Yes,No,Bachelor,12.0,63.4,5,0,70,70,67
Female,16,Yes,No,No,Bachelor,0.0,76.3,25,0,64,54,75
Female,18,Yes,No,No,Master,26.0,91.0,14,0,100,89,98
Male,16,Yes,Yes,No,High School,12.0,73.2,7,0,77,77,75
Female,15,Yes,Yes,Yes,PhD,29.0,90.9,9,1,89,100,99
Male,17,Yes,No,Yes,High School,3.0,60.1,8,0,59,67,62
Female,17,Yes,Yes,No,Master,17.0,61.7,12,0,75,78,63
Female,18,Yes,No,Yes,No Formal Education,11.0,95.3,26,0,79,91,93
Male,16,Yes,No,No,No Formal Education,4.0,75.1,17,0,76,68,61
Female,15,Yes,No,Yes,Bachelor,12.0,75.5,17,1,76,74,68
Male,17,Yes,No,No,High School,22.0,76.4,27,1,85,77,75
Female,17,Yes,Yes,Yes,No Formal Education,8.0,72.0,0,2,67,75,60
Female,17,Yes,No,No,Master,3.0,93.9,7,0,71,74,80
Female,19,Yes,Yes,No,High School,29.0,58.1,23,2,78,79,76
Female,17,Yes,No,Yes,Master,18.0,81.8,26,1,88,95,79
Female,16,Yes,Yes,No,Master,10.0,69.4,3,2,71,75,71
Male,18,Yes,No,No,PhD,9.0,94.1,9,0,73,80,83
Female,15,Yes,No,No,High School,27.0,81.7,14,0,97,89,100
Male,17,Yes,Yes,No,Bachelor,28.0,77.4,12,0,95,96,90
Male,18,No,Yes,No,Bachelor,17.0,80.6,24,2,74,83,66
Male,19,Yes,No,No,Master,21.0,67.8,14,0,81,79,79
Male,15,Yes,Yes,No,No Formal Education,22.0,93.4,6,1,95,92,87
Male,17,Yes,Yes,No,High School,15.0,57.3,0,0,87,76,66
Male,15,Yes,Yes,Yes,High School,1.0,58.0,19,0,61,64,59
Female,19,Yes,Yes,No,Bachelor,8.0,69.6,18,1,60,68,68
Male,16,Yes,No,No,PhD,22.0,75.8,1,0,85,83,92
Female,18,Yes,Yes,No,High School,4.0,94.0,13,0,80,72,81
Female,19,Yes,Yes,No,Bachelor,6.0,59.2,9,3,42,57,50
Male,17,Yes,Yes,Yes,Bachelor,26.0,73.4,22,0,99,93,75
Male,19,Yes,No,Yes,No Formal Education,25.0,63.5,2,2,84,71,80
Male,18,No,Yes,Yes,Bachelor,24.0,70.6,10,0,90,74,81
Female,16,Yes,No,Yes,High School,5.0,89.0,29,0,73,75,69
Male,18,Yes,Yes,No,Bachelor,18.0,76.3,25,2,68,72,78
Female,19,Yes,Yes,No,High School,23.0,81.2,12,2,76,89,86
Female,18,Yes,Yes,Yes,Master,20.0,75.2,11,1,75,87,80
Female,15,Yes,No,No,High School,13.0,87.5,29,1,84,83,78
Male,15,Yes,Yes,Yes,Master,6.0,92.3,3,2,81,73,69
Female,17,No,Yes,No,No Formal Education,15.0,78.3,11,0,76,80,75
Female,16,Yes,Yes,No,High School,9.0,68.4,12,0,67,69,70
Male,18,Yes,No,No,Bachelor,12.0,67.1,9,0,77,76,78
Female,16,Yes,No,No,High School,27.0,97.2,7,2,87,99,87
Female,17,Yes,Yes,No,Bachelor,15.0,90.7,16,0,84,96,87
Female,18,Yes,No,No,Bachelor,4.0,99.6,8,0,70,84,79
Male,19,Yes,Yes,No,Master,29.0,90.6,23,0,100,90,93
Male,19,Yes,No,No,PhD,13.0,64.9,20,2,68,66,64
Male,18,Yes,Yes,No,High School,11.0,56.5,1,0,72,71,67
Male,17,Yes,Yes,No,Bachelor,9.0,93.1,13,0,81,77,71
Male,19,Yes,No,Yes,Master,22.0,73.9,26,0,88,85,82
Male,15,Yes,Yes,No,High School,7.0,56.2,22,2,59,55,42
Female,19,Yes,No,No,PhD,10.0,82.4,6,0,73,83,73
Female,17,Yes,No,Yes,High School,6.0,72.7,17,1,68,67,58
Female,18,Yes,No,No,Bachelor,8.0,93.9,14,0,78,78,66
Male,17,Yes,Yes,No,High School,9.0,64.4,29,0,66,78,59
Male,17,Yes,Yes,Yes,Bachelor,8.0,82.5,15,2,81,76,64
Female,18,Yes,Yes,Yes,Master,8.0,99.9,10,2,83,79,75
Female,16,Yes,No,No,High School,26.0,70.0,26,0,84,80,85
Male,17,Yes,No,No,Master,2.0,59.0,3,0,50,53,58
Female,18,Yes,Yes,Yes,No Formal Education,29.0,57.4,16,0,93,92,92
Male,16,Yes,Yes,No,Bachelor,0.0,79.4,2,1,66,54,64
Female,19,Yes,Yes,No,High School,12.0,56.0,6,0,78,55,69
Female,15,Yes,Yes,Yes,No Formal Education,25.0,87.5,28,0,92,98,98
Male,18,Yes,No,No,Bachelor,27.0,91.7,17,1,94,91,94
Male,15,No,Yes,No,PhD,24.0,98.0,27,0,91,94,90
Female,18,Yes,Yes,No,High School,4.0,75.0,20,0,69,72,62
Female,19,Yes,Yes,Yes,High School,24.0,58.0,24,0,83,79,80
Male,19,Yes,Yes,No,Bachelor,6.0,95.4,9,0,79,77,68
Female,18,Yes,Yes,Yes,High School,10.0,70.1,4,0,73,83,69
Male,15,Yes,Yes,Yes,Bachelor,24.0,63.5,21,2,92,73,75
Female,17,Yes,Yes,No,PhD,6.0,66.9,27,0,69,71,79
Female,17,Yes,No,No,Bachelor,7.0,71.8,23,0,69,71,74
Male,18,Yes,Yes,No,Master,15.0,61.7,28,0,75,76,71
Female,17,Yes,Yes,No,Bachelor,0.0,62.4,5,0,59,44,62
Male,17,Yes,No,Yes,Bachelor,9.0,84.1,14,0,83,82,79
Female,19,Yes,No,No,High School,12.0,97.4,22,1,92,85,73
Female,16,Yes,Yes,No,No Formal Education,18.0,59.3,27,0,80,92,71
Male,19,Yes,No,No,Master,27.0,86.1,17,1,95,87,86
Female,16,Yes,Yes,No,Bachelor,15.0,81.5,21,0,74,85,78
Female,19,Yes,No,No,Bachelor,4.0,77.4,9,1,68,63,64
Male,19,Yes,Yes,No,High School,26.0,91.2,16,0,100,100,84
Female,17,Yes,Yes,Yes,Master,18.0,85.5,22,1,87,84,85
Female,19,Yes,Yes,No,High School,6.0,62.8,10,1,61,60,63
Female,16,Yes,Yes,No,Master,6.0,83.4,23,1,75,74,73
Female,19,No,No,No,No Formal Education,7.0,80.7,11,0,70,73,76
Female,19,Yes,No,Yes,Master,7.0,76.0,18,0,74,87,74
Male,17,Yes,Yes,Yes,High School,7.0,55.7,25,0,79,72,64
Male,17,Yes,Yes,No,High School,17.0,60.1,22,1,73,73,64
Male,15,Yes,Yes,Yes,High School,21.0,82.7,4,1,88,82,83
Male,18,Yes,No,Yes,High School,23.0,80.3,24,0,100,82,76
Male,15,Yes,Yes,No,High School,0.0,81.8,21,1,61,60,68
Female,15,Yes,Yes,No,High School,28.0,84.2,25,0,92,100,93
Female,17,Yes,Yes,Yes,Bachelor,18.0,81.3,13,0,92,88,88
Male,18,No,Yes,No,No Formal Education,3.0,88.0,19,0,71,65,60
Male,15,No,Yes,No,Bachelor,15.0,73.2,8,0,82,77,68
Male,15,Yes,No,Yes,Bachelor,25.0,86.3,18,0,96,99,83
Male,17,Yes,No,No,Bachelor,13.0,73.0,9,0,67,69,56
Male,15,Yes,Yes,Yes,Bachelor,20.0,86.6,24,0,95,80,89
Female,15,Yes,Yes,No,Bachelor,4.0,64.6,11,0,63,74,66
Female,19,Yes,No,Yes,Bachelor,27.0,62.2,6,0,89,100,81
Female,15,Yes,Yes,No,High School,22.0,79.9,6,1,78,87,85
Male,16,Yes,No,No,Bachelor,22.0,91.9,7,1,97,95,91
Male,18,No,No,Yes,High School,1.0,89.3,22,0,67,69,61
Female,18,No,Yes,No,No Formal Education,7.0,72.5,26,0,78,72,64
Male,17,Yes,Yes,Yes,High School,28.0,76.4,27,0,97,88,83
Female,19,Yes,Yes,No,PhD,5.0,77.9,9,1,74,71,74
Female,18,Yes,Yes,No,PhD,17.0,73.8,17,0,83,87,72
Female,18,Yes,No,Yes,High School,2.0,62.0,27,0,59,66,64
Female,17,No,No,No,High School,19.0,89.0,18,0,93,78,82
Male,18,Yes,Yes,No,High School,25.0,81.5,6,0,100,94,91
Male,17,Yes,No,Yes,Bachelor,15.0,72.1,1,0,80,75,75
Female,16,Yes,No,No,Bachelor,22.0,90.5,19,0,88,83,86
Male,15,Yes,Yes,No,PhD,15.0,99.6,26,0,100,78,88
Male,16,Yes,Yes,No,No Formal Education,29.0,64.8,7,0,91,87,79
Female,19,Yes,No,No,High School,13.0,57.6,25,1,71,77,71
Female,16,No,Yes,No,No Formal Education,0.0,92.8,27,1,73,65,70
Female,18,Yes,Yes,No,Master,2.0,89.8,22,0,75,77,70
Female,18,No,No,No,PhD,23.0,64.4,18,2,76,78,73
Female,19,Yes,Yes,Yes,Master,0.0,93.1,28,0,71,82,62
Male,19,Yes,Yes,Yes,Master,26.0,82.5,1,0,98,96,94
Female,18,Yes,Yes,No,No Formal Education,12.0,92.1,29,2,82,79,79
Male,19,Yes,Yes,No,Bachelor,6.0,56.0,11,0,59,57,62
Male,16,No,Yes,No,Master,6.0,95.3,18,3,74,72,60
Female,15,Yes,Yes,Yes,Master,20.0,58.4,17,0,80,80,79
Male,19,Yes,No,Yes,High School,0.0,85.5,22,0,72,67,59
Male,16,Yes,Yes,No,High School,4.0,56.8,24,0,64,64,55
Male,16,Yes,Yes,No,Master,4.0,68.8,17,0,67,61,54
Female,15,Yes,Yes,Yes,Bachelor,2.0,74.5,14,0,70,71,62
Male,19,Yes,No,Yes,No Formal Education,10.0,85.8,16,0,87,70,71
Female,19,No,No,No,High School,8.0,88.2,29,0,80,86,72
Female,15,Yes,Yes,Yes,PhD,14.0,57.3,18,0,73,75,71
Male,17,Yes,Yes,No,PhD,0.0,77.7,7,1,63,56,60
Female,16,No,No,Yes,Master,22.0,71.9,28,0,87,80,82
Male,17,Yes,No,Yes,PhD,10.0,80.1,28,1,86,64,70
Male,16,Yes,Yes,No,PhD,4.0,64.4,20,0,67,70,58
Male,19,No,Yes,No,Master,1.0,61.1,6,0,58,48,64
Female,16,Yes,No,No,High School,2.0,73.1,13,0,66,75,54
Male,15,Yes,No,No,Bachelor,4.0,92.5,25,2,75,75,66
Male,19,Yes,No,No,Master,21.0,69.4,16,0,80,85,82
Female,18,No,No,No,High School,13.0,94.8,6,2,77,87,71
Female,15,Yes,Yes,No,Bachelor,1.0,78.4,18,1,73,59,59
