age,tenure_months,monthly_charges,total_charges,support_calls,num_contracts,plan_type,payment_method,region,churned
30.0,29.0,62.82,1821.78,2.0,4.0,Standard,Bank Transfer,North,1
26.0,50.0,68.42,3421.0,6.0,5.0,Standard,Prepaid,West,0
34.0,49.0,78.28,3835.72,4.0,1.0,Standard,Prepaid,South,1
58.0,26.0,41.44,1077.44,7.0,2.0,Basic,Credit Card,South,1
61.0,52.0,63.11,3281.72,9.0,1.0,Standard,Prepaid,East,0
58.0,69.0,42.11,2905.59,11.0,3.0,Basic,Prepaid,South,0
38.0,59.0,75.8,4472.2,9.0,3.0,Standard,Prepaid,South,0
66.0,57.0,47.47,2705.79,13.0,4.0,Basic,Credit Card,South,0
47.0,43.0,73.46,3158.78,3.0,3.0,Standard,Cash,North,0
37.0,48.0,93.3,4478.4,5.0,4.0,Standard,Cash,South,0
48.0,49.0,115.71,5669.79,2.0,4.0,Premium,Bank Transfer,West,0
63.0,19.0,85.05,1615.95,10.0,2.0,Standard,Credit Card,South,1
40.0,64.0,25.24,1615.36,3.0,1.0,Basic,Bank Transfer,North,0
22.0,54.0,26.97,1456.38,0.0,1.0,Basic,Prepaid,East,0
33.0,34.0,84.8,2883.2,12.0,2.0,Premium,Credit Card,East,0
69.0,65.0,,,0.0,5.0,Standard,Credit Card,North,0
42.0,41.0,75.31,3087.71,3.0,3.0,Standard,Credit Card,East,0
29.0,45.0,120.46,5420.7,5.0,1.0,Premium,Cash,South,0
63.0,21.0,42.19,885.99,7.0,1.0,Basic,Prepaid,South,0
37.0,27.0,28.19,761.13,5.0,5.0,Basic,Credit Card,East,0
34.0,65.0,102.86,6685.9,0.0,4.0,Premium,Bank Transfer,North,0
22.0,70.0,95.47,6682.9,5.0,2.0,Premium,Credit Card,East,0
67.0,29.0,89.87,2606.23,13.0,5.0,Standard,Credit Card,South,1
61.0,4.0,27.06,108.24,6.0,2.0,Basic,Credit Card,North,0
38.0,17.0,53.65,912.05,4.0,1.0,Standard,Prepaid,East,0
43.0,23.0,52.57,1209.11,9.0,2.0,Standard,Bank Transfer,West,1
31.0,46.0,,,11.0,1.0,Basic,Cash,East,0
68.0,69.0,39.83,2748.27,3.0,1.0,Basic,Prepaid,North,0
65.0,10.0,31.6,316.0,10.0,2.0,Basic,Bank Transfer,South,0
25.0,44.0,110.57,4865.08,5.0,4.0,Premium,Credit Card,West,0
30.0,38.0,,,2.0,4.0,Basic,Prepaid,East,0
64.0,7.0,33.01,231.07,4.0,4.0,Basic,Prepaid,North,1
29.0,62.0,40.2,2492.4,7.0,3.0,Basic,Credit Card,East,0
36.0,40.0,37.16,1486.4,14.0,1.0,Basic,Bank Transfer,West,0
60.0,17.0,33.22,564.74,12.0,4.0,Basic,Prepaid,South,0
30.0,71.0,26.11,1853.81,2.0,1.0,Basic,Credit Card,West,0
62.0,0.0,84.76,0.0,6.0,2.0,Standard,Bank Transfer,South,0
52.0,66.0,43.58,2876.28,0.0,4.0,Basic,Bank Transfer,East,0
27.0,11.0,76.08,836.88,7.0,5.0,Standard,Bank Transfer,South,0
19.0,22.0,72.87,1603.14,2.0,5.0,Standard,Prepaid,West,0
26.0,32.0,37.97,1215.04,1.0,2.0,Basic,Bank Transfer,South,0
45.0,17.0,,,10.0,2.0,Basic,Prepaid,North,1
67.0,22.0,35.72,785.84,13.0,5.0,Basic,Cash,West,1
42.0,19.0,36.97,702.43,2.0,4.0,Basic,Bank Transfer,West,0
24.0,10.0,85.83,858.3,12.0,5.0,Premium,Credit Card,East,1
20.0,15.0,129.39,1940.85,8.0,3.0,Premium,Cash,South,1
27.0,8.0,28.86,230.88,7.0,2.0,Basic,Bank Transfer,East,0
40.0,13.0,106.56,1385.28,10.0,1.0,Premium,Bank Transfer,South,1
40.0,21.0,24.53,515.13,3.0,2.0,Basic,Credit Card,West,0
33.0,21.0,37.34,784.14,4.0,1.0,Basic,Cash,South,0
50.0,69.0,38.35,2646.15,10.0,4.0,Basic,Prepaid,East,0
30.0,56.0,,,12.0,4.0,Basic,Prepaid,South,1
31.0,49.0,32.55,1594.95,3.0,5.0,Basic,Cash,North,0
66.0,37.0,39.94,1477.78,14.0,5.0,Basic,Credit Card,East,1
45.0,43.0,111.76,4805.68,11.0,3.0,Premium,Prepaid,North,0
49.0,16.0,102.93,1646.88,3.0,3.0,Premium,Credit Card,East,0
47.0,51.0,66.51,3392.01,10.0,1.0,Standard,Bank Transfer,North,0
26.0,60.0,48.7,2922.0,5.0,3.0,Standard,Bank Transfer,North,0
48.0,40.0,36.08,1443.2,5.0,5.0,Basic,Bank Transfer,West,0
57.0,31.0,34.06,1055.86,8.0,3.0,Basic,Bank Transfer,East,0
20.0,67.0,27.87,1867.29,1.0,4.0,Basic,Bank Transfer,North,0
37.0,11.0,73.9,812.9,5.0,2.0,Standard,Cash,West,0
32.0,45.0,61.27,2757.15,0.0,4.0,Standard,Bank Transfer,East,0
49.0,45.0,54.83,2467.35,13.0,4.0,Standard,Credit Card,East,0
65.0,34.0,18.58,631.72,0.0,4.0,Basic,Credit Card,East,0
37.0,3.0,23.97,71.91,14.0,2.0,Basic,Credit Card,North,1
21.0,7.0,63.75,446.25,12.0,4.0,Standard,Prepaid,West,0
51.0,1.0,80.51,80.51,7.0,1.0,Standard,Credit Card,South,1
34.0,35.0,112.17,3925.95,6.0,3.0,Premium,Prepaid,West,0
53.0,56.0,101.9,5706.4,10.0,2.0,Premium,Bank Transfer,East,0
25.0,42.0,58.52,2457.84,6.0,3.0,Standard,Bank Transfer,North,0
32.0,22.0,76.83,1690.26,0.0,4.0,Standard,Credit Card,North,0
38.0,47.0,29.74,1397.78,4.0,3.0,Basic,Credit Card,East,0
61.0,44.0,69.62,3063.28,10.0,1.0,Standard,Bank Transfer,South,0
46.0,36.0,36.12,1300.32,14.0,2.0,Basic,Credit Card,East,0
50.0,32.0,46.23,1479.36,2.0,5.0,Basic,Prepaid,West,0
54.0,48.0,48.46,2326.08,14.0,5.0,Basic,Cash,North,1
49.0,71.0,112.08,7957.68,6.0,3.0,Premium,Credit Card,South,0
63.0,23.0,62.49,1437.27,0.0,1.0,Standard,Bank Transfer,West,0
29.0,6.0,42.63,255.78,14.0,3.0,Basic,Cash,West,1
51.0,64.0,57.08,3653.12,12.0,4.0,Standard,Cash,East,0
31.0,70.0,34.03,2382.1,2.0,3.0,Basic,Cash,West,0
46.0,65.0,53.98,3508.7,2.0,4.0,Basic,Prepaid,South,0
38.0,50.0,72.43,3621.5,12.0,2.0,Standard,Credit Card,South,0
65.0,38.0,28.39,1078.82,8.0,1.0,Basic,Prepaid,East,1
19.0,71.0,26.28,1865.88,0.0,3.0,Basic,Bank Transfer,East,0
46.0,37.0,75.15,2780.55,12.0,4.0,Standard,Prepaid,North,1
20.0,13.0,109.94,1429.22,12.0,2.0,Premium,Credit Card,North,0
36.0,34.0,30.62,1041.08,6.0,2.0,Basic,Credit Card,South,0
52.0,21.0,38.06,799.26,1.0,2.0,Basic,Prepaid,South,0
30.0,7.0,,,4.0,4.0,Basic,Cash,North,0
34.0,8.0,99.38,795.04,0.0,4.0,Premium,Credit Card,East,0
53.0,7.0,32.97,230.79,0.0,2.0,Basic,Bank Transfer,East,0
55.0,71.0,70.43,5000.53,1.0,4.0,Standard,Cash,North,0
51.0,61.0,49.72,3032.92,1.0,5.0,Basic,Cash,South,0
21.0,21.0,33.27,698.67,10.0,3.0,Basic,Cash,West,1
35.0,18.0,85.0,1530.0,9.0,1.0,Premium,Prepaid,East,1
56.0,17.0,37.85,643.45,5.0,5.0,Basic,Prepaid,West,1
62.0,19.0,34.76,660.44,10.0,5.0,Basic,Bank Transfer,West,0
29.0,39.0,,,2.0,3.0,Basic,Prepaid,North,0
38.0,43.0,31.6,1358.8,12.0,2.0,Basic,Cash,South,0
63.0,63.0,66.02,4159.26,11.0,4.0,Standard,Bank Transfer,East,0
24.0,61.0,118.16,7207.76,9.0,1.0,Premium,Credit Card,South,0
65.0,39.0,,,9.0,3.0,Basic,Cash,East,0
37.0,17.0,85.53,1454.01,14.0,1.0,Standard,Cash,South,1
53.0,1.0,51.44,51.44,1.0,3.0,Standard,Credit Card,West,0
40.0,16.0,28.55,456.8,11.0,1.0,Basic,Cash,South,1
38.0,23.0,39.71,913.33,8.0,4.0,Basic,Cash,South,0
37.0,17.0,75.41,1281.97,7.0,2.0,Standard,Prepaid,North,1
19.0,45.0,22.45,1010.25,7.0,3.0,Basic,Bank Transfer,West,0
65.0,43.0,41.23,1772.89,12.0,5.0,Basic,Prepaid,East,1
57.0,34.0,,,13.0,5.0,Standard,Credit Card,North,1
66.0,42.0,81.08,3405.36,3.0,5.0,Standard,Prepaid,West,0
47.0,15.0,32.05,480.75,13.0,4.0,Basic,Credit Card,West,1
67.0,20.0,39.99,799.8,12.0,3.0,Basic,Bank Transfer,South,1
22.0,25.0,81.81,2045.25,6.0,5.0,Standard,Credit Card,South,1
36.0,29.0,96.55,2799.95,3.0,2.0,Premium,Bank Transfer,West,0
47.0,30.0,106.09,3182.7,8.0,4.0,Premium,Credit Card,West,0
42.0,70.0,59.67,4176.9,12.0,2.0,Standard,Bank Transfer,East,0
18.0,0.0,26.1,0.0,6.0,4.0,Basic,Bank Transfer,North,0
23.0,32.0,37.65,1204.8,11.0,4.0,Basic,Bank Transfer,West,0
41.0,44.0,82.1,3612.4,3.0,2.0,Standard,Cash,South,0
61.0,0.0,45.63,0.0,13.0,4.0,Basic,Credit Card,West,0
49.0,61.0,52.75,3217.75,10.0,5.0,Basic,Prepaid,North,0
32.0,30.0,63.47,1904.1,6.0,2.0,Standard,Credit Card,East,1
59.0,12.0,36.09,433.08,10.0,5.0,Basic,Bank Transfer,East,1
64.0,64.0,111.52,7137.28,3.0,5.0,Premium,Prepaid,West,0
33.0,57.0,35.46,2021.22,1.0,2.0,Basic,Credit Card,South,0
65.0,24.0,37.96,911.04,0.0,5.0,Basic,Prepaid,West,0
30.0,28.0,38.23,1070.44,12.0,1.0,Basic,Prepaid,West,1
47.0,3.0,90.72,272.16,10.0,5.0,Standard,Cash,North,0
35.0,19.0,30.41,577.79,13.0,1.0,Basic,Prepaid,West,0
55.0,2.0,39.19,78.38,14.0,1.0,Basic,Prepaid,East,1
21.0,41.0,31.76,1302.16,6.0,1.0,Basic,Credit Card,West,0
20.0,18.0,27.06,487.08,2.0,2.0,Basic,Prepaid,South,1
66.0,12.0,49.91,598.92,4.0,2.0,Basic,Credit Card,South,0
27.0,25.0,90.17,2254.25,3.0,1.0,Premium,Credit Card,East,0
63.0,22.0,71.12,1564.64,3.0,1.0,Standard,Credit Card,West,0
52.0,61.0,69.68,4250.48,14.0,2.0,Standard,Cash,West,0
49.0,58.0,52.64,3053.12,,2.0,Standard,Credit Card,East,0
55.0,56.0,45.03,2521.68,5.0,5.0,Basic,Bank Transfer,South,0
21.0,31.0,83.54,2589.74,2.0,4.0,Standard,Credit Card,South,0
20.0,49.0,37.91,1857.59,11.0,4.0,Basic,Cash,South,0
22.0,69.0,23.35,1611.15,12.0,1.0,Basic,Bank Transfer,South,0
19.0,26.0,22.08,574.08,12.0,4.0,Basic,Cash,North,1
66.0,19.0,64.15,1218.85,5.0,3.0,Basic,Cash,South,0
41.0,14.0,107.99,1511.86,4.0,4.0,Premium,Credit Card,West,0
24.0,17.0,102.54,1743.18,2.0,5.0,Premium,Bank Transfer,North,0
34.0,7.0,44.66,312.62,3.0,4.0,Basic,Cash,West,1
25.0,38.0,34.77,1321.26,14.0,1.0,Basic,Cash,South,0
65.0,18.0,69.73,1255.14,,2.0,Standard,Cash,East,1
58.0,58.0,24.45,1418.1,12.0,1.0,Basic,Prepaid,West,0
18.0,49.0,96.96,4751.04,3.0,5.0,Premium,Cash,East,1
33.0,57.0,114.19,6508.83,5.0,4.0,Premium,Prepaid,North,0
52.0,23.0,,,6.0,4.0,Basic,Bank Transfer,North,1
39.0,17.0,19.75,335.75,3.0,1.0,Basic,Bank Transfer,West,0
29.0,43.0,76.15,3274.45,6.0,4.0,Standard,Credit Card,North,0
39.0,14.0,111.27,1557.78,,4.0,Premium,Bank Transfer,West,0
40.0,8.0,70.21,561.68,8.0,5.0,Standard,Credit Card,East,0
54.0,23.0,78.48,1805.04,9.0,4.0,Standard,Bank Transfer,West,0
46.0,29.0,66.18,1919.22,10.0,2.0,Standard,Credit Card,East,0
42.0,28.0,39.46,1104.88,12.0,1.0,Basic,Credit Card,North,1
49.0,71.0,81.08,5756.68,14.0,5.0,Standard,Bank Transfer,West,1
60.0,13.0,30.24,393.12,9.0,4.0,Basic,Bank Transfer,West,1
22.0,70.0,114.51,8015.7,0.0,2.0,Premium,Prepaid,West,0
43.0,12.0,82.94,995.28,6.0,4.0,Standard,Prepaid,South,1
57.0,62.0,25.11,1556.82,5.0,2.0,Basic,Bank Transfer,South,0
33.0,53.0,38.83,2057.99,6.0,3.0,Basic,Cash,West,1
63.0,63.0,47.54,2995.02,4.0,2.0,Basic,Prepaid,North,0
28.0,22.0,96.61,2125.42,4.0,5.0,Premium,Cash,East,0
19.0,44.0,57.86,2545.84,10.0,4.0,Standard,Credit Card,East,1
57.0,66.0,,,3.0,1.0,Standard,Bank Transfer,North,0
57.0,27.0,39.39,1063.53,8.0,4.0,Basic,Cash,West,0
29.0,38.0,69.28,2632.64,5.0,5.0,Standard,Bank Transfer,North,0
69.0,62.0,98.99,6137.38,10.0,3.0,Standard,Bank Transfer,South,1
49.0,2.0,31.22,62.44,10.0,4.0,Basic,Prepaid,East,1
19.0,44.0,121.83,5360.52,14.0,1.0,Premium,Bank Transfer,West,0
49.0,51.0,23.67,1207.17,14.0,1.0,Basic,Credit Card,North,0
36.0,2.0,81.81,163.62,13.0,1.0,Premium,Bank Transfer,East,1
68.0,13.0,89.29,1160.77,13.0,5.0,Standard,Credit Card,West,1
32.0,65.0,91.16,5925.4,4.0,5.0,Premium,Credit Card,East,0
22.0,29.0,73.16,2121.64,3.0,3.0,Standard,Cash,East,0
63.0,35.0,82.02,2870.7,0.0,5.0,Standard,Cash,South,0
28.0,31.0,69.19,2144.89,11.0,2.0,Standard,Bank Transfer,West,0
35.0,19.0,28.3,537.7,14.0,1.0,Basic,Cash,North,1
52.0,3.0,54.94,164.82,1.0,5.0,Basic,Prepaid,West,0
35.0,24.0,42.81,1027.44,0.0,1.0,Basic,Prepaid,West,0
35.0,65.0,38.7,2515.5,13.0,4.0,Basic,Bank Transfer,West,0
43.0,55.0,33.62,1849.1,14.0,1.0,Basic,Bank Transfer,South,0
24.0,20.0,9.27,185.4,4.0,3.0,Basic,Bank Transfer,East,0
46.0,6.0,40.69,244.14,0.0,5.0,Basic,Bank Transfer,North,0
64.0,43.0,34.17,1469.31,7.0,4.0,Basic,Credit Card,West,0
69.0,49.0,66.73,3269.77,7.0,2.0,Standard,Cash,East,0
56.0,18.0,49.37,888.66,2.0,3.0,Basic,Cash,North,1
48.0,40.0,46.14,1845.6,9.0,2.0,Basic,Bank Transfer,North,1
29.0,42.0,59.04,2479.68,7.0,4.0,Standard,Bank Transfer,East,0
63.0,24.0,38.35,920.4,4.0,3.0,Basic,Prepaid,East,1
22.0,61.0,100.02,6101.22,14.0,5.0,Premium,Credit Card,North,0
54.0,59.0,100.23,5913.57,11.0,1.0,Premium,Credit Card,West,0
61.0,12.0,67.6,811.2,12.0,5.0,Standard,Bank Transfer,North,0
42.0,8.0,76.68,613.44,7.0,3.0,Standard,Cash,North,0
47.0,30.0,27.43,822.9,5.0,1.0,Basic,Prepaid,North,0
60.0,38.0,36.67,1393.46,4.0,3.0,Basic,Cash,East,0
66.0,37.0,87.05,3220.85,1.0,3.0,Standard,Bank Transfer,South,0
19.0,30.0,44.91,1347.3,13.0,3.0,Basic,Credit Card,South,1
44.0,7.0,102.43,717.01,9.0,2.0,Premium,Credit Card,East,1
39.0,32.0,32.3,1033.6,,4.0,Basic,Bank Transfer,West,0
30.0,42.0,90.41,3797.22,10.0,3.0,Standard,Prepaid,South,0
62.0,61.0,28.88,1761.68,3.0,2.0,Basic,Prepaid,South,0
24.0,71.0,110.97,7878.87,13.0,1.0,Premium,Cash,South,0
35.0,22.0,26.24,577.28,13.0,4.0,Basic,Prepaid,East,1
39.0,58.0,28.64,1661.12,11.0,1.0,Basic,Prepaid,West,0
29.0,3.0,22.78,68.34,2.0,1.0,Basic,Cash,East,0
53.0,37.0,39.86,1474.82,,5.0,Basic,Bank Transfer,East,0
51.0,28.0,63.07,1765.96,4.0,1.0,Standard,Prepaid,East,1
18.0,14.0,25.16,352.24,11.0,4.0,Basic,Bank Transfer,North,1
26.0,25.0,61.14,1528.5,5.0,5.0,Basic,Credit Card,South,1
38.0,7.0,81.56,570.92,5.0,1.0,Standard,Bank Transfer,South,1
63.0,30.0,87.5,2625.0,8.0,5.0,Standard,Cash,West,0
38.0,63.0,58.05,3657.15,14.0,4.0,Standard,Bank Transfer,East,0
40.0,0.0,61.78,0.0,7.0,3.0,Standard,Cash,East,1
52.0,53.0,75.16,3983.48,4.0,3.0,Standard,Prepaid,West,0
58.0,35.0,80.62,2821.7,14.0,3.0,Standard,Credit Card,South,1
28.0,55.0,87.57,4816.35,7.0,5.0,Standard,Credit Card,South,0
52.0,36.0,86.34,3108.24,9.0,2.0,Standard,Bank Transfer,South,1
63.0,33.0,73.6,2428.8,9.0,2.0,Standard,Bank Transfer,East,0
64.0,19.0,63.94,1214.86,12.0,3.0,Standard,Bank Transfer,East,0
34.0,3.0,35.48,106.44,9.0,2.0,Basic,Credit Card,East,1
57.0,43.0,28.06,1206.58,1.0,3.0,Basic,Prepaid,North,0
60.0,41.0,30.97,1269.77,10.0,1.0,Basic,Prepaid,West,0
25.0,34.0,85.53,2908.02,5.0,2.0,Premium,Bank Transfer,East,0
61.0,36.0,83.03,2989.08,8.0,2.0,Standard,Bank Transfer,North,0
66.0,4.0,41.41,165.64,,2.0,Basic,Bank Transfer,East,1
64.0,3.0,,,1.0,1.0,Premium,Credit Card,North,0
63.0,60.0,78.74,4724.4,6.0,2.0,Standard,Bank Transfer,North,0
31.0,27.0,106.18,2866.86,12.0,3.0,Premium,Bank Transfer,North,1
43.0,28.0,29.46,824.88,13.0,2.0,Basic,Prepaid,South,0
61.0,46.0,22.38,1029.48,10.0,2.0,Basic,Credit Card,East,0
22.0,45.0,28.61,1287.45,3.0,5.0,Basic,Cash,East,0
29.0,9.0,27.87,250.83,2.0,3.0,Basic,Credit Card,South,0
28.0,36.0,34.51,1242.36,3.0,3.0,Basic,Cash,East,0
38.0,19.0,44.86,852.34,9.0,1.0,Basic,Cash,East,0
23.0,35.0,69.16,2420.6,11.0,4.0,Standard,Credit Card,West,0
27.0,16.0,30.41,486.56,3.0,3.0,Basic,Credit Card,West,0
69.0,48.0,26.81,1286.88,1.0,3.0,Basic,Bank Transfer,East,0
43.0,53.0,44.62,2364.86,7.0,4.0,Basic,Bank Transfer,North,0
60.0,26.0,113.49,2950.74,9.0,4.0,Premium,Prepaid,South,0
21.0,27.0,66.12,1785.24,6.0,2.0,Standard,Credit Card,West,1
20.0,29.0,37.76,1095.04,12.0,1.0,Basic,Bank Transfer,North,0
67.0,46.0,33.88,1558.48,2.0,2.0,Basic,Prepaid,East,0
67.0,16.0,72.6,1161.6,11.0,2.0,Standard,Cash,South,0
18.0,28.0,63.38,1774.64,6.0,4.0,Standard,Cash,East,0
30.0,48.0,60.84,2920.32,5.0,4.0,Standard,Credit Card,East,0
43.0,30.0,84.8,2544.0,4.0,5.0,Standard,Bank Transfer,South,0
51.0,39.0,72.75,2837.25,6.0,4.0,Standard,Credit Card,West,0
61.0,8.0,106.75,854.0,11.0,2.0,Premium,Cash,West,1
18.0,56.0,122.22,6844.32,13.0,3.0,Premium,Prepaid,South,1
24.0,30.0,96.76,2902.8,0.0,4.0,Premium,Credit Card,North,0
19.0,6.0,66.97,401.82,10.0,2.0,Standard,Cash,North,1
49.0,71.0,,,4.0,5.0,Basic,Cash,West,0
46.0,25.0,84.87,2121.75,7.0,4.0,Standard,Credit Card,South,0
45.0,54.0,78.85,4257.9,0.0,4.0,Standard,Prepaid,West,0
28.0,42.0,31.94,1341.48,1.0,2.0,Basic,Prepaid,West,0
57.0,49.0,86.82,4254.18,9.0,5.0,Standard,Credit Card,South,1
65.0,27.0,39.12,1056.24,1.0,1.0,Basic,Bank Transfer,South,0
54.0,58.0,40.53,2350.74,13.0,5.0,Basic,Bank Transfer,West,0
69.0,68.0,29.78,2025.04,10.0,3.0,Basic,Prepaid,East,0
60.0,4.0,76.31,305.24,,3.0,Standard,Cash,West,0
22.0,67.0,47.46,3179.82,13.0,5.0,Basic,Credit Card,West,0
59.0,57.0,35.59,2028.63,13.0,5.0,Basic,Credit Card,East,1
50.0,8.0,70.28,562.24,10.0,4.0,Standard,Prepaid,South,0
48.0,57.0,77.42,4412.94,9.0,1.0,Standard,Prepaid,North,0
28.0,7.0,58.81,411.67,4.0,5.0,Standard,Cash,North,0
36.0,47.0,81.51,3830.97,12.0,3.0,Standard,Bank Transfer,South,0
36.0,14.0,21.63,302.82,1.0,4.0,Basic,Bank Transfer,West,0
23.0,65.0,,,7.0,3.0,Basic,Credit Card,West,0
35.0,28.0,59.16,1656.48,9.0,3.0,Basic,Bank Transfer,South,1
26.0,4.0,110.52,442.08,12.0,3.0,Premium,Cash,West,1
41.0,67.0,37.99,2545.33,6.0,2.0,Basic,Credit Card,East,0
63.0,6.0,72.84,437.04,1.0,1.0,Standard,Bank Transfer,West,0
56.0,67.0,72.07,4828.69,2.0,2.0,Standard,Credit Card,North,0
31.0,66.0,69.67,4598.22,7.0,5.0,Standard,Credit Card,North,1
48.0,8.0,91.12,728.96,7.0,4.0,Standard,Credit Card,South,1
64.0,29.0,,,4.0,1.0,Standard,Cash,East,0
67.0,11.0,36.93,406.23,1.0,1.0,Basic,Bank Transfer,North,0
33.0,68.0,25.11,1707.48,3.0,1.0,Basic,Credit Card,North,0
33.0,14.0,58.26,815.64,10.0,2.0,Standard,Prepaid,West,1
20.0,34.0,73.07,2484.38,8.0,4.0,Standard,Cash,West,0
57.0,63.0,108.92,6861.96,2.0,2.0,Premium,Credit Card,North,0
33.0,31.0,69.88,2166.28,1.0,5.0,Standard,Credit Card,South,0
36.0,60.0,61.58,3694.8,14.0,2.0,Standard,Prepaid,East,0
38.0,58.0,62.97,3652.26,13.0,2.0,Standard,Credit Card,West,0
23.0,30.0,45.94,1378.2,8.0,2.0,Standard,Credit Card,East,0
23.0,33.0,61.34,2024.22,4.0,3.0,Standard,Bank Transfer,South,0
48.0,27.0,66.09,1784.43,10.0,5.0,Standard,Credit Card,East,0
40.0,12.0,78.61,943.32,1.0,4.0,Standard,Cash,North,0
35.0,46.0,40.53,1864.38,4.0,2.0,Basic,Bank Transfer,East,0
59.0,30.0,64.11,1923.3,3.0,5.0,Standard,Bank Transfer,West,0
29.0,52.0,76.48,3976.96,5.0,2.0,Standard,Cash,West,0
39.0,14.0,32.47,454.58,5.0,1.0,Basic,Bank Transfer,North,1
34.0,29.0,31.39,910.31,14.0,4.0,Basic,Prepaid,North,1
43.0,65.0,46.36,3013.4,6.0,4.0,Basic,Prepaid,South,0
24.0,69.0,27.61,1905.09,8.0,3.0,Basic,Bank Transfer,North,0
69.0,61.0,120.87,7373.07,0.0,3.0,Premium,Bank Transfer,South,0
33.0,45.0,59.46,2675.7,0.0,1.0,Standard,Credit Card,East,0
29.0,9.0,36.12,325.08,,5.0,Basic,Cash,North,0
54.0,36.0,30.37,1093.32,6.0,4.0,Basic,Prepaid,East,1
46.0,24.0,29.03,696.72,8.0,3.0,Basic,Bank Transfer,East,0
56.0,14.0,39.38,551.32,13.0,5.0,Basic,Credit Card,North,0
69.0,58.0,72.62,4211.96,4.0,1.0,Standard,Credit Card,East,0
54.0,38.0,20.62,783.56,9.0,4.0,Basic,Bank Transfer,East,0
43.0,1.0,34.61,34.61,5.0,5.0,Basic,Credit Card,West,0
34.0,4.0,77.68,310.72,7.0,3.0,Standard,Credit Card,West,0
48.0,0.0,77.47,0.0,10.0,5.0,Standard,Credit Card,North,1
65.0,42.0,89.14,3743.88,13.0,1.0,Premium,Prepaid,East,0
46.0,13.0,96.52,1254.76,11.0,1.0,Premium,Cash,East,1
46.0,22.0,61.6,1355.2,3.0,3.0,Standard,Cash,North,0
23.0,67.0,68.74,4605.58,8.0,1.0,Standard,Bank Transfer,West,0
40.0,15.0,113.11,1696.65,5.0,2.0,Premium,Cash,North,0
55.0,34.0,80.06,2722.04,6.0,1.0,Premium,Bank Transfer,East,1
60.0,23.0,38.59,887.57,11.0,4.0,Basic,Bank Transfer,East,1
65.0,12.0,71.58,858.96,6.0,3.0,Standard,Credit Card,East,0
51.0,54.0,55.0,2970.0,6.0,3.0,Standard,Cash,East,0
66.0,15.0,123.44,1851.6,4.0,1.0,Premium,Bank Transfer,South,0
21.0,53.0,39.37,2086.61,6.0,4.0,Basic,Bank Transfer,South,0
48.0,9.0,67.59,608.31,14.0,5.0,Standard,Prepaid,East,0
31.0,46.0,97.17,4469.82,5.0,5.0,Premium,Prepaid,East,0
36.0,41.0,27.39,1122.99,1.0,2.0,Basic,Bank Transfer,North,0
67.0,56.0,36.34,2035.04,0.0,2.0,Basic,Bank Transfer,West,0
53.0,14.0,41.76,584.64,12.0,4.0,Basic,Bank Transfer,West,0
41.0,49.0,116.95,5730.55,1.0,5.0,Premium,Bank Transfer,North,0
67.0,44.0,119.33,5250.52,4.0,3.0,Premium,Bank Transfer,West,0
38.0,56.0,49.15,2752.4,1.0,4.0,Basic,Credit Card,South,0
68.0,70.0,121.35,8494.5,12.0,5.0,Premium,Credit Card,West,1
33.0,69.0,99.39,6857.91,1.0,5.0,Premium,Cash,East,0
32.0,44.0,41.48,1825.12,14.0,5.0,Basic,Bank Transfer,West,1
51.0,47.0,116.88,5493.36,9.0,2.0,Premium,Bank Transfer,North,0
66.0,16.0,32.05,512.8,9.0,4.0,Basic,Cash,North,1
22.0,1.0,36.52,36.52,6.0,3.0,Basic,Credit Card,South,1
55.0,11.0,69.52,764.72,12.0,1.0,Standard,Prepaid,East,1
39.0,59.0,39.59,2335.81,2.0,1.0,Basic,Credit Card,East,0
63.0,20.0,47.88,957.6,12.0,3.0,Basic,Cash,North,0
58.0,0.0,79.16,0.0,14.0,2.0,Standard,Credit Card,South,1
26.0,34.0,38.77,1318.18,4.0,4.0,Basic,Prepaid,South,1
52.0,2.0,92.93,185.86,9.0,5.0,Standard,Prepaid,South,1
68.0,15.0,108.2,1623.0,1.0,3.0,Premium,Bank Transfer,East,1
25.0,18.0,100.25,1804.5,2.0,3.0,Premium,Credit Card,North,1
57.0,0.0,78.9,0.0,14.0,1.0,Standard,Prepaid,South,1
23.0,4.0,87.83,351.32,7.0,5.0,Standard,Prepaid,South,0
26.0,56.0,66.24,3709.44,11.0,1.0,Standard,Cash,East,0
31.0,43.0,38.29,1646.47,8.0,3.0,Basic,Bank Transfer,West,0
46.0,40.0,66.45,2658.0,13.0,4.0,Standard,Credit Card,East,0
58.0,48.0,135.64,6510.72,4.0,5.0,Premium,Cash,South,0
23.0,52.0,121.09,6296.68,0.0,1.0,Premium,Cash,South,0
20.0,70.0,63.16,4421.2,10.0,2.0,Standard,Credit Card,South,1
55.0,28.0,72.3,2024.4,11.0,3.0,Standard,Bank Transfer,South,1
34.0,64.0,54.83,3509.12,12.0,2.0,Standard,Bank Transfer,East,0
48.0,16.0,32.74,523.84,11.0,2.0,Basic,Bank Transfer,South,1
40.0,35.0,22.49,787.15,0.0,2.0,Basic,Bank Transfer,North,0
48.0,43.0,37.36,1606.48,11.0,1.0,Basic,Bank Transfer,North,0
35.0,43.0,25.47,1095.21,10.0,2.0,Basic,Bank Transfer,East,0
